Parameter Name,Parameter Values,Avg Frequency,Freq Error,Avg Damping,Damping Error,Avg Noise,Noise Error,Total Time
LMultiple,2,2.565634000431664,1.0452449674542224,0.28941160776339475,0.08181230452871556,0.020067623781523138,0.0025913943603349068,254.75645279884338
LMultiple,3,1.5393804002589984,0.32730032750124105,0.3397508937258655,0.05495456436114398,0.015784732509766294,0.003590489515884244,172.60298609733582
LMultiple,4,1.324161580913993,0.08629395694515116,0.19114808073213962,0.03263657725629834,0.014408605711423734,0.00524976478504023,151.54570388793945
LMultiple,5,1.237282301589816,0.02340307453043178,0.0878606323388629,0.03765454493205419,0.026548110740142884,0.004378348832793796,84.48851609230042
LMultiple,6,1.1928610412785319,0.02475914970122311,0.0632023708828354,0.005812440743506386,0.057440743556706086,0.01000706973920273,47.44624876976013
LMultiple,7,1.1406588744888135,0.010748942282605246,0.03161566209494318,0.004202483629625446,0.08432138433452513,0.012326556272416238,46.4766891002655
LMultiple,8,1.0995574287564276,0.0,0.02013107514115566,0.007108065240999341,0.10729827081012769,0.008846555493583657,46.41027593612671
